ttylog: invalid device /dev/ttyACM0
ttylog: invalid device /dev/ttyACM0
ttylog: invalid device /dev/ttyACM0
[Thu Mar  7 15:08:07 2019] 
[Thu Mar  7 15:08:08 2019] 614  10  0  43678  
[Thu Mar  7 15:08:08 2019] ˆ
[Thu Mar  7 15:08:08 2019] 
[Thu Mar  7 15:08:08 2019] 116  8  0  43805  
[Thu Mar  7 15:08:08 2019] ˆ
[Thu Mar  7 15:08:08 2019] 
[Thu Mar  7 15:08:08 2019] 77  8  0  43893  
[Thu Mar  7 15:08:08 2019] ˆ
[Thu Mar  7 15:08:08 2019] 
[Thu Mar  7 15:08:08 2019] 4  8  0  43907  
[Thu Mar  7 15:08:08 2019] ˆ
[Thu Mar  7 15:08:08 2019] 
[Thu Mar  7 15:08:08 2019] 323  10  0  44241  
[Thu Mar  7 15:08:08 2019] ˆ
[Thu Mar  7 15:08:08 2019] 
[Thu Mar  7 15:08:09 2019] 186  10  0  44438  
[Thu Mar  7 15:08:09 2019] ˆ
[Thu Mar  7 15:08:09 2019] 
[Thu Mar  7 15:08:10 2019] 1098  10  0  45548  
[Thu Mar  7 15:08:10 2019] ˆ
[Thu Mar  7 15:08:10 2019] 
[Thu Mar  7 15:08:10 2019] 715  10  0  46275  
[Thu Mar  7 15:08:10 2019] ˆ
[Thu Mar  7 15:08:10 2019] 
[Thu Mar  7 15:08:11 2019] 288  8  0  46574  
[Thu Mar  7 15:08:11 2019] ˆ
[Thu Mar  7 15:08:11 2019] 
[Thu Mar  7 15:08:11 2019] 278  11  0  46863  
[Thu Mar  7 15:08:11 2019] ˆ
[Thu Mar  7 15:08:11 2019] 
[Thu Mar  7 15:08:11 2019] 127  10  0  47000  
[Thu Mar  7 15:08:11 2019] ˆ
[Thu Mar  7 15:08:11 2019] 
[Thu Mar  7 15:08:11 2019] 172  10  0  47182  
[Thu Mar  7 15:08:11 2019] ˆ
[Thu Mar  7 15:08:11 2019] 
[Thu Mar  7 15:08:12 2019] 866  10  0  48059  
[Thu Mar  7 15:08:12 2019] ˆ
[Thu Mar  7 15:08:12 2019] 
[Thu Mar  7 15:08:13 2019] 439  10  0  48509  
[Thu Mar  7 15:08:13 2019] ˆ
[Thu Mar  7 15:08:13 2019] 
[Thu Mar  7 15:08:13 2019] 253  11  0  48774  
[Thu Mar  7 15:08:13 2019] ˆ
[Thu Mar  7 15:08:13 2019] 
[Thu Mar  7 15:08:13 2019] 261  10  0  49046  
[Thu Mar  7 15:08:13 2019] ˆ
[Thu Mar  7 15:08:13 2019] 
[Thu Mar  7 15:08:14 2019] 346  8  0  49402  
[Thu Mar  7 15:08:14 2019] ˆ
[Thu Mar  7 15:08:14 2019] 
[Thu Mar  7 15:08:14 2019] 415  10  0  49828  
[Thu Mar  7 15:08:14 2019] ˆ
[Thu Mar  7 15:08:14 2019] 
[Thu Mar  7 15:08:14 2019] 192  10  0  50031  
[Thu Mar  7 15:08:14 2019] ˆ
[Thu Mar  7 15:08:14 2019] 
[Thu Mar  7 15:08:15 2019] 449  8  0  50492  
[Thu Mar  7 15:08:15 2019] ˆ
[Thu Mar  7 15:08:15 2019] 
[Thu Mar  7 15:08:15 2019] 271  10  0  50774  
[Thu Mar  7 15:08:15 2019] ˆ
[Thu Mar  7 15:08:15 2019] 
[Thu Mar  7 15:08:16 2019] 738  10  0  51524  
[Thu Mar  7 15:08:16 2019] ˆ
[Thu Mar  7 15:08:16 2019] 
[Thu Mar  7 15:08:28 2019] 1166  10  0  4752  
[Thu Mar  7 15:08:30 2019] 1598  10  0  6361  
[Thu Mar  7 15:08:30 2019] 356  10  0  6728  
[Thu Mar  7 15:08:31 2019] 822  11  0  7562  
[Thu Mar  7 15:08:32 2019] 773  10  0  8346  
[Thu Mar  7 15:08:33 2019] 731  10  0  9087  
[Thu Mar  7 15:08:33 2019] 337  11  0  9436  
[Thu Mar  7 15:08:34 2019] 776  10  0  10222  
[Thu Mar  7 15:08:34 2019] 370  10  0  10603  
[Thu Mar  7 15:08:34 2019] 174  10  0  10787  
[Thu Mar  7 15:08:35 2019] 613  10  0  11412  
[Thu Mar  7 15:08:35 2019] 108  11  0  11531  
[Thu Mar  7 15:08:36 2019] 618  10  0  12159  
[Thu Mar  7 15:08:36 2019] 216  11  0  12387  
[Thu Mar  7 15:08:38 2019] 1468  10  0  13865  
[Thu Mar  7 15:08:38 2019] 44  11  0  13921  
[Thu Mar  7 15:08:39 2019] 976  8  0  14908  
[Thu Mar  7 15:08:39 2019] 108  9  0  15027  
[Thu Mar  7 15:08:39 2019] 389  10  0  15426  
[Thu Mar  7 15:08:40 2019] 725  10  0  16161  
[Thu Mar  7 15:08:40 2019] 496  10  0  16669  
[Thu Mar  7 15:08:41 2019] 466  10  0  17146  
[Thu Mar  7 15:08:42 2019] 1367  11  0  18525  
[Thu Mar  7 15:08:43 2019] 516  10  0  19051  
[Thu Mar  7 15:08:43 2019] 653  10  0  19714  
[Thu Mar  7 15:08:44 2019] 203  10  0  19929  
[Thu Mar  7 15:08:44 2019] 842  10  0  20783  
[Thu Mar  7 15:08:45 2019] 1006  10  0  21801  
[Thu Mar  7 15:08:46 2019] 497  10  0  22309  
[Thu Mar  7 15:08:46 2019] 468  10  0  22788  
[Thu Mar  7 15:08:47 2019] 417  11  0  23217  
[Thu Mar  7 15:08:47 2019] 285  10  0  23513  
[Thu Mar  7 15:08:47 2019] 239  10  0  23763  
[Thu Mar  7 15:08:48 2019] 631  8  0  24406  
[Thu Mar  7 15:08:48 2019] 285  10  0  24703  
[Thu Mar  7 15:08:49 2019] 127  11  0  24841  
[Thu Mar  7 15:08:49 2019] 581  10  0  25432  
[Thu Mar  7 15:08:49 2019] 39  11  0  25482  
[Thu Mar  7 15:08:51 2019] 1372  10  0  26864  
[Thu Mar  7 15:08:52 2019] 1004  10  0  27880  
[Thu Mar  7 15:08:52 2019] 378  8  0  28269  
[Thu Mar  7 15:08:52 2019] 382  10  0  28662  
[Thu Mar  7 15:08:53 2019] 439  9  0  29113  
[Thu Mar  7 15:08:53 2019] 151  8  0  29274  
[Thu Mar  7 15:08:54 2019] 930  9  0  30217  
[Thu Mar  7 15:08:54 2019] 354  8  0  30581  
[Thu Mar  7 15:08:55 2019] 398  11  0  30991  
[Thu Mar  7 15:08:55 2019] 236  11  0  31239  
[Thu Mar  7 15:08:55 2019] 455  10  0  31705  
[Thu Mar  7 15:08:56 2019] 570  8  0  32287  
[Thu Mar  7 15:08:56 2019] 153  10  0  32451  
[Thu Mar  7 15:08:56 2019] 83  10  0  32545  
[Thu Mar  7 15:08:57 2019] 273  10  0  32830  
[Thu Mar  7 15:08:57 2019] 678  10  0  33518  
[Thu Mar  7 15:08:58 2019] 759  10  0  34288  
[Thu Mar  7 15:08:58 2019] 400  11  0  34700  
[Thu Mar  7 15:08:59 2019] 139  8  0  34849  
[Thu Mar  7 15:08:59 2019] 432  11  0  35292  
[Thu Mar  7 15:08:59 2019] 301  10  0  35603  
[Thu Mar  7 15:09:00 2019] 425  10  0  36039  
[Thu Mar  7 15:09:00 2019] 228  11  0  36279  
[Thu Mar  7 15:09:00 2019] 208  8  0  36498  
[Thu Mar  7 15:09:01 2019] 1193  10  0  37702  
[Thu Mar  7 15:09:02 2019] 244  10  0  37958  
[Thu Mar  7 15:09:02 2019] 729  10  0  38697  
[Thu Mar  7 15:09:03 2019] 439  10  0  39148  
[Thu Mar  7 15:09:04 2019] 950  10  0  40108  
[Thu Mar  7 15:09:05 2019] 1443  10  0  41562  
[Thu Mar  7 15:09:06 2019] 258  10  0  41831  
[Thu Mar  7 15:09:06 2019] 64  11  0  41907  
[Thu Mar  7 15:09:06 2019] 547  11  0  42466  
[Thu Mar  7 15:09:07 2019] 336  10  0  42814  
[Thu Mar  7 15:09:07 2019] 109  9  0  42935  
[Thu Mar  7 15:09:08 2019] 1385  10  0  44331  
[Thu Mar  7 15:09:10 2019] 2052  11  0  46394  
[Thu Mar  7 15:09:10 2019] 99  10  0  46504  
[Thu Mar  7 15:09:10 2019] 8  10  0  46523  
[Thu Mar  7 15:09:11 2019] 573  10  0  47106  
[Thu Mar  7 15:09:11 2019] 26  10  0  47143  
[Thu Mar  7 15:09:11 2019] 317  10  0  47471  
[Thu Mar  7 15:09:11 2019] 141  11  0  47623  
[Thu Mar  7 15:09:11 2019] 67  10  0  47700  
[Thu Mar  7 15:09:12 2019] 636  8  0  48348  
[Thu Mar  7 15:09:13 2019] 907  8  0  49265  
[Thu Mar  7 15:09:14 2019] 1343  10  0  50619  
[Thu Mar  7 15:09:15 2019] 257  10  0  50887  
[Thu Mar  7 15:09:16 2019] 1402  8  0  52300  
[Thu Mar  7 15:09:18 2019] 1493  10  0  53803  
[Thu Mar  7 15:09:19 2019] 1290  10  0  55104  
[Thu Mar  7 15:09:19 2019] 362  11  0  55477  
[Thu Mar  7 15:09:19 2019] 70  11  0  55559  
[Thu Mar  7 15:09:20 2019] 879  10  0  56449  
[Thu Mar  7 15:09:20 2019] 229  10  0  56689  
[Thu Mar  7 15:09:21 2019] 196  10  0  56896  
[Thu Mar  7 15:09:21 2019] 137  10  0  57043  
[Thu Mar  7 15:09:21 2019] 346  11  0  57400  
[Thu Mar  7 15:09:21 2019] 59  10  0  57469  
[Thu Mar  7 15:09:21 2019] 34  10  0  57514  
[Thu Mar  7 15:09:21 2019] 162  10  0  57686  
[Thu Mar  7 15:09:22 2019] 742  10  0  58440  
[Thu Mar  7 15:09:22 2019] 247  10  0  58698  
[Thu Mar  7 15:09:23 2019] 284  10  0  58993  
[Thu Mar  7 15:09:23 2019] 462  10  0  59466  
[Thu Mar  7 15:09:23 2019] 190  10  0  59667  
