=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2019.02.27 14:02:26 =~=~=~=~=~=~=~=~=~=~=~=

RFM69 radio init OK!
one circle time, sleep_time, awake time, set_sleepTime, set_buffer, set_sendtoWait, set_send, set_randomTime_in_sendtoWait, set_waitAvailableTimeout, waitAvailableTimeout_within_numTimes
59.00, 50, 9.00, 0.00, 0.00, 10.00, 4.00, 0.00, 6.00, 368
64.00, 51, 13.00, 0.00, 0.00, 12.00, 2.00, 0.00, 10.00, 616
133.00, 124, 9.00, 0.00, 2.00, 8.00, 2.00, 0.00, 6.00, 352
21.00, 9, 12.00, 0.00, 0.00, 12.00, 4.00, 0.00, 8.00, 531
27.00, 15, 12.00, 0.00, 0.00, 13.00, 4.00, 0.00, 9.00, 549
86.00, 77, 9.00, 0.00, 3.00, 8.00, 2.00, 0.00, 6.00, 351
18.00, 9, 9.00, 0.00, 0.00, 10.00, 4.00, 0.00, 6.00, 391
52.00, 41, 11.00, 2.00, 0.00, 9.00, 2.00, 0.00, 7.00, 298
78.00, 72, 6.00, 0.00, 0.00, 7.00, 2.00, 3.00, 2.00, 116
65.00, 55, 10.00, 2.00, 0.00, 8.00, 2.00, 0.00, 6.00, 320
58.00, 49, 9.00, 0.00, 0.00, 9.00, 3.00, 0.00, 6.00, 309
12.00, 0, 12.00, 2.00, 0.00, 10.00, 2.00, 0.00, 8.00, 453
51.00, 38, 13.00, 0.00, 0.00, 14.00, 4.00, 0.00, 10.00, 664
178.00, 168, 10.00, 0.00, 0.00, 11.00, 3.00, 0.00, 8.00, 431
78.00, 69, 9.00, 0.00, 0.00, 8.00, 2.00, 0.00, 6.00, 326
59.00, 48, 11.00, 2.00, 0.00, 10.00, 4.00, 0.00, 6.00, 386
62.00, 51, 11.00, 0.00, 0.00, 10.00, 2.00, 0.00, 8.00, 456
33.00, 21, 12.00, 0.00, 0.00, 13.00, 4.00, 0.00, 9.00, 554
14.00, 6, 8.00, 0.00, 0.00, 8.00, 2.00, 0.00, 6.00, 302
170.00, 158, 12.00, 2.00, 0.00, 10.00, 2.00, 0.00, 8.00, 436
101.00, 91, 10.00, 0.00, 0.00, 10.00, 4.00, 0.00, 6.00, 362
115.00, 104, 11.00, 0.00, 0.00, 11.00, 2.00, 0.00, 9.00, 471
43.00, 34, 9.00, 0.00, 0.00, 8.00, 2.00, 0.00, 6.00, 340
129.00, 114, 15.00, 2.00, 2.00, 12.00, 2.00, 0.00, 10.00, 655
164.00, 152, 12.00, 0.00, 0.00, 12.00, 4.00, 0.00, 8.00, 540
45.00, 34, 11.00, 0.00, 0.00, 10.00, 2.00, 0.00, 8.00, 492
62.00, 50, 12.00, 0.00, 0.00, 13.00, 4.00, 0.00, 9.00, 531
143.00, 135, 8.00, 0.00, 0.00, 8.00, 2.00, 0.00, 6.00, 302
113.00, 101, 12.00, 0.00, 0.00, 12.00, 4.00, 0.00, 8.00, 543
27.00, 17, 10.00, 0.00, 0.00, 11.00, 5.00, 0.00, 6.00, 384
14.00, 3, 11.00, 0.00, 0.00, 12.00, 4.00, 0.00, 8.00, 523
209.00, 197, 12.00, 0.00, 0.00, 12.00, 2.00, 2.00, 8.00, 571
56.00, 47, 9.00, 0.00, 0.00, 9.00, 2.00, 0.00, 7.00, 284
67.00, 57, 10.00, 2.00, 0.00, 8.00, 2.00, 0.00, 6.00, 325
107.00, 96, 11.00, 0.00, 0.00, 10.00, 2.00, 0.00, 8.00, 464
14.00, 5, 9.00, 0.00, 0.00, 10.00, 4.00, 0.00, 6.00, 371
75.00, 61, 14.00, 2.00, 0.00, 12.00, 2.00, 0.00, 10.00, 638
48.00, 41, 7.00, 0.00, 0.00, 7.00, 2.00, 0.00, 5.00, 129
170.00, 158, 12.00, 2.00, 0.00, 11.00, 2.00, 0.00, 9.00, 431
41.00, 30, 11.00, 0.00, 0.00, 11.00, 3.00, 0.00, 8.00, 481
29.00, 22, 7.00, 0.00, 0.00, 7.00, 2.00, 0.00, 5.00, 176
51.00, 36, 15.00, 2.00, 0.00, 14.00, 4.00, 0.00, 10.00, 666
16.00, 6, 10.00, 0.00, 0.00, 10.00, 2.00, 0.00, 8.00, 446
184.00, 172, 12.00, 0.00, 0.00, 12.00, 2.00, 0.00, 10.00, 601
23.00, 13, 10.00, 0.00, 0.00, 11.00, 4.00, 0.00, 7.00, 371
37.00, 26, 11.00, 0.00, 0.00, 11.00, 2.00, 0.00, 9.00, 489
45.00, 37, 8.00, 0.00, 0.00, 8.00, 2.00, 0.00, 6.00, 283
22.00, 11, 11.00, 2.00, 0.00, 10.00, 4.00, 0.00, 6.00, 395
162.00, 150, 12.00, 0.00, 0.00, 12.00, 4.00, 0.00, 8.00, 556
31.00, 21, 10.00, 0.00, 0.00, 10.00, 4.00, 0.00, 6.00, 391
11.00, 2, 9.00, 0.00, 0.00, 9.00, 2.00, 0.00, 7.00, 293
18.00, 8, 10.00, 2.00, 0.00, 8.00, 2.00, 0.00, 6.00, 322
137.00, 128, 9.00, 0.00, 0.00, 10.00, 4.00, 0.00, 6.00, 379
49.00, 38, 11.00, 0.00, 2.00, 11.00, 3.00, 0.00, 8.00, 501
24.00, 13, 11.00, 0.00, 0.00, 12.00, 4.00, 0.00, 8.00, 541
120.00, 113, 7.00, 0.00, 0.00, 8.00, 2.00, 2.00, 4.00, 263
86.00, 78, 8.00, 0.00, 0.00, 9.00, 2.00, 0.00, 7.00, 279
20.00, 9, 11.00, 2.00, 0.00, 10.00, 4.00, 0.00, 6.00, 392
64.00, 54, 10.00, 0.00, 0.00, 10.00, 4.00, 0.00, 6.00, 389
29.00, 20, 9.00, 0.00, 0.00, 9.00, 2.00, 0.00, 7.00, 327
16.00, 5, 11.00, 2.00, 0.00, 10.00, 4.00, 0.00, 6.00, 384
49.00, 38, 11.00, 0.00, 0.00, 12.00, 4.00, 0.00, 8.00, 512
45.00, 37, 8.00, 0.00, 0.00, 9.00, 2.00, 0.00, 7.00, 278
49.00, 37, 12.00, 2.00, 0.00, 10.00, 2.00, 0.00, 8.00, 442
49.00, 39, 10.00, 0.00, 0.00, 10.00, 2.00, 0.00, 8.00, 432
43.00, 30, 13.00, 0.00, 0.00, 12.00, 2.00, 0.00, 10.00, 647
15.00, 6, 9.00, 0.00, 0.00, 8.00, 2.00, 0.00, 6.00, 301
108.00, 96, 12.00, 2.00, 0.00, 10.00, 2.00, 0.00, 8.00, 476
24.00, 14, 10.00, 0.00, 0.00, 10.00, 2.00, 0.00, 8.00, 460
17.00, 7, 10.00, 0.00, 0.00, 11.00, 4.00, 0.00, 7.00, 379
243.00, 232, 11.00, 0.00, 0.00, 12.00, 2.00, 0.00, 8.00, 557
26.00, 13, 13.00, 0.00, 0.00, 14.00, 4.00, 0.00, 10.00, 682
45.00, 35, 10.00, 0.00, 0.00, 10.00, 2.00, 2.00, 6.00, 420
75.00, 64, 11.00, 0.00, 0.00, 12.00, 4.00, 0.00, 8.00, 554
12.00, 3, 9.00, 0.00, 0.00, 10.00, 4.00, 0.00, 6.00, 371
24.00, 11, 13.00, 2.00, 0.00, 12.00, 4.00, 0.00, 8.00, 546
8.00, 0, 8.00, 0.00, 0.00, 8.00, 2.00, 0.00, 6.00, 287
31.00, 18, 13.00, 2.00, 0.00, 11.00, 2.00, 0.00, 9.00, 497
80.00, 71, 9.00, 0.00, 0.00, 9.00, 3.00, 0.00, 6.00, 337
35.00, 27, 8.00, 2.00, 0.00, 7.00, 2.00, 3.00, 2.00, 120
26.00, 17, 9.00, 0.00, 0.00, 10.00, 4.00, 0.00, 6.00, 403
56.00, 43, 13.00, 0.00, 0.00, 13.00, 3.00, 0.00, 10.00, 605
35.00, 26, 9.00, 0.00, 0.00, 8.00, 2.00, 0.00, 6.00, 331
53.00, 41, 12.00, 2.00, 0.00, 10.00, 2.00, 0.00, 8.00, 450
56.00, 44, 12.00, 0.00, 0.00, 13.00, 4.00, 0.00, 9.00, 519
80.00, 73, 7.00, 0.00, 0.00, 7.00, 2.00, 0.00, 5.00, 192
69.00, 60, 9.00, 2.00, 0.00, 8.00, 2.00, 2.00, 4.00, 255
58.00, 46, 12.00, 0.00, 0.00, 13.00, 5.00, 0.00, 8.00, 530
14.00, 4, 10.00, 0.00, 0.00, 10.00, 2.00, 0.00, 8.00, 451
39.00, 27, 12.00, 0.00, 0.00, 12.00, 2.00, 2.00, 8.00, 571
179.00, 169, 10.00, 0.00, 0.00, 11.00, 4.00, 0.00, 7.00, 360
178.00, 169, 9.00, 0.00, 2.00, 8.00, 2.00, 0.00, 6.00, 349
82.00, 71, 11.00, 0.00, 0.00, 10.00, 2.00, 0.00, 8.00, 488
51.00, 41, 10.00, 0.00, 0.00, 10.00, 2.00, 0.00, 8.00, 441
60.00, 51, 9.00, 0.00, 0.00, 8.00, 2.00, 0.00, 6.00, 306
254.00, 241, 13.00, 2.00, 0.00, 10.00, 2.00, 0.00, 8.00, 499
21.00, 13, 8.00, 0.00, 0.00, 9.00, 4.00, 0.00, 5.00, 224
32.00, 19, 13.00, 2.00, 0.00, 12.00, 2.00, 2.00, 8.00, 561
69.00, 56, 13.00, 0.00, 0.00, 14.00, 4.00, 0.00, 10.00, 688
37.00, 28, 9.00, 0.00, 0.00, 8.00, 2.00, 0.00, 6.00, 333
86.00, 75, 11.00, 2.00, 0.00, 8.00, 2.00, 0.00, 6.00, 356
29.00, 19, 10.00, 0.00, 0.00, 10.00, 4.00, 0.00, 6.00, 403
45.00, 36, 9.00, 0.00, 2.00, 8.00, 2.00, 0.00, 6.00, 350
13.00, 2, 11.00, 2.00, 0.00, 8.00, 2.00, 0.00, 6.00, 301
41.00, 28, 13.00, 0.00, 3.00, 12.00, 2.00, 0.00, 10.00, 653
25.00, 13, 12.00, 0.00, 0.00, 13.00, 4.00, 0.00, 9.00, 533
125.00, 118, 7.00, 0.00, 2.00, 7.00, 2.00, 0.00, 5.00, 196
20.00, 9, 11.00, 0.00, 0.00, 12.00, 4.00, 0.00, 8.00, 531
25.00, 12, 13.00, 0.00, 0.00, 12.00, 2.00, 0.00, 10.00, 622
62.00, 54, 8.00, 0.00, 0.00, 9.00, 4.00, 0.00, 5.00, 228
30.00, 18, 12.00, 2.00, 0.00, 10.00, 2.00, 0.00, 8.00, 484
72.00, 59, 13.00, 0.00, 0.00, 12.00, 2.00, 0.00, 10.00, 621
52.00, 41, 11.00, 0.00, 0.00, 11.00, 2.00, 0.00, 9.00, 434
182.00, 172, 10.00, 0.00, 0.00, 10.00, 2.00, 0.00, 8.00, 443
125.00, 116, 9.00, 0.00, 0.00, 8.00, 2.00, 0.00, 6.00, 334
47.00, 39, 8.00, 0.00, 0.00, 8.00, 2.00, 0.00, 6.00, 282
35.00, 23, 12.00, 2.00, 0.00, 10.00, 2.00, 2.00, 6.00, 418
39.00, 30, 9.00, 0.00, 0.00, 8.00, 2.00, 0.00, 6.00, 340
43.00, 31, 12.00, 2.00, 0.00, 10.00, 2.00, 0.00, 8.00, 429
37.00, 25, 12.00, 0.00, 0.00, 12.00, 2.00, 2.00, 8.00, 560
256.00, 246, 10.00, 0.00, 0.00, 10.00, 2.00, 2.00, 6.00, 421
45.00, 35, 10.00, 0.00, 0.00, 11.00, 2.00, 3.00, 6.00, 411
37.00, 27, 10.00, 0.00, 0.00, 11.00, 2.00, 3.00, 6.00, 410
10.00, 0, 10.00, 0.00, 0.00, 10.00, 2.00, 0.00, 8.00, 441
45.00, 37, 8.00, 0.00, 0.00, 8.00, 2.00, 0.00, 6.00, 285
78.00, 66, 12.00, 2.00, 0.00, 10.00, 2.00, 2.00, 6.00, 417
37.00, 28, 9.00, 0.00, 0.00, 8.00, 2.00, 0.00, 6.00, 337
146.00, 135, 11.00, 2.00, 0.00, 9.00, 3.00, 0.00, 6.00, 312
12.00, 4, 8.00, 0.00, 0.00, 8.00, 2.00, 0.00, 6.00, 294
37.00, 27, 10.00, 2.00, 0.00, 8.00, 2.00, 0.00, 6.00, 277
39.00, 27, 12.00, 0.00, 0.00, 12.00, 2.00, 2.00, 8.00, 570
15.00, 6, 9.00, 0.00, 0.00, 9.00, 2.00, 0.00, 7.00, 300
53.00, 41, 12.00, 2.00, 0.00, 10.00, 2.00, 0.00, 8.00, 455
74.00, 65, 9.00, 0.00, 0.00, 8.00, 2.00, 0.00, 6.00, 328
43.00, 28, 15.00, 2.00, 2.00, 12.00, 2.00, 0.00, 10.00, 652
19.00, 9, 10.00, 0.00, 0.00, 11.00, 4.00, 0.00, 7.00, 373
18.00, 5, 13.00, 0.00, 0.00, 14.00, 4.00, 0.00, 10.00, 684
82.00, 71, 11.00, 0.00, 0.00, 10.00, 2.00, 0.00, 8.00, 491
13.00, 5, 8.00, 0.00, 0.00, 9.00, 4.00, 0.00, 5.00, 223
47.00, 34, 13.00, 2.00, 0.00, 13.00, 5.00, 0.00, 8.00, 519
25.00, 14, 11.00, 0.00, 0.00, 11.00, 2.00, 0.00, 9.00, 465
24.00, 14, 10.00, 0.00, 0.00, 10.00, 2.00, 0.00, 8.00, 470
103.00, 94, 9.00, 0.00, 0.00, 8.00, 2.00, 0.00, 6.00, 306
33.00, 23, 10.00, 0.00, 0.00, 11.00, 2.00, 3.00, 6.00, 411
31.00, 24, 7.00, 0.00, 0.00, 7.00, 2.00, 0.00, 5.00, 180
20.00, 8, 12.00, 2.00, 0.00, 10.00, 2.00, 0.00, 8.00, 466
148.00, 139, 9.00, 0.00, 0.00, 8.00, 2.00, 0.00, 6.00, 313
24.00, 12, 12.00, 0.00, 0.00, 12.00, 2.00, 0.00, 10.00, 616
168.00, 162, 6.00, 0.00, 0.00, 7.00, 2.00, 2.00, 3.00, 119
18.00, 10, 8.00, 0.00, 0.00, 8.00, 2.00, 0.00, 6.00, 307
29.00, 17, 12.00, 2.00, 0.00, 10.00, 2.00, 2.00, 6.00, 405
133.00, 120, 13.00, 0.00, 2.00, 12.00, 2.00, 0.00, 10.00, 652
27.00, 16, 11.00, 0.00, 0.00, 10.00, 2.00, 0.00, 8.00, 453
86.00, 77, 9.00, 0.00, 2.00, 8.00, 2.00, 0.00, 6.00, 351
31.00, 21, 10.00, 0.00, 0.00, 10.00, 2.00, 2.00, 6.00, 413
115.00, 105, 10.00, 0.00, 0.00, 10.00, 4.00, 0.00, 6.00, 397
315.00, 307, 8.00, 0.00, 0.00, 8.00, 2.00, 0.00, 6.00, 296
68.00, 57, 11.00, 0.00, 0.00, 10.00, 2.00, 0.00, 8.00, 468
68.00, 57, 11.00, 0.00, 0.00, 10.00, 2.00, 0.00, 8.00, 468
55.00, 43, 12.00, 0.00, 0.00, 12.00, 2.00, 0.00, 10.00, 598
31.00, 19, 12.00, 0.00, 0.00, 12.00, 4.00, 0.00, 8.00, 546
66.00, 57, 9.00, 0.00, 0.00, 8.00, 2.00, 0.00, 6.00, 316
14.00, 4, 10.00, 2.00, 0.00, 8.00, 2.00, 0.00, 6.00, 307
39.00, 26, 13.00, 0.00, 0.00, 12.00, 2.00, 0.00, 10.00, 651
236.00, 227, 9.00, 0.00, 0.00, 8.00, 2.00, 0.00, 6.00, 309
35.00, 24, 11.00, 0.00, 0.00, 10.00, 2.00, 0.00, 8.00, 488
90.00, 82, 8.00, 0.00, 0.00, 8.00, 2.00, 0.00, 6.00, 285
29.00, 13, 16.00, 2.00, 0.00, 14.00, 4.00, 0.00, 10.00, 706
49.00, 41, 8.00, 0.00, 0.00, 8.00, 2.00, 0.00, 6.00, 283
140.00, 130, 10.00, 2.00, 0.00, 9.00, 4.00, 0.00, 5.00, 227
49.00, 39, 10.00, 0.00, 0.00, 10.00, 2.00, 0.00, 8.00, 429
29.00, 19, 10.00, 0.00, 0.00, 11.00, 4.00, 0.00, 7.00, 402
47.00, 38, 9.00, 0.00, 0.00, 8.00, 2.00, 0.00, 6.00, 356
94.00, 81, 13.00, 2.00, 0.00, 12.00, 4.00, 0.00, 8.00, 521
25.00, 15, 10.00, 0.00, 0.00, 10.00, 4.00, 0.00, 6.00, 390
66.00, 59, 7.00, 0.00, 0.00, 7.00, 2.00, 0.00, 5.00, 168
22.00, 11, 11.00, 2.00, 0.00, 10.00, 4.00, 0.00, 6.00, 396
224.00, 212, 12.00, 0.00, 0.00, 13.00, 4.00, 0.00, 9.00, 512
20.00, 12, 8.00, 0.00, 0.00, 8.00, 2.00, 0.00, 6.00, 301
113.00, 103, 10.00, 2.00, 0.00, 8.00, 2.00, 2.00, 4.00, 254
62.00, 49, 13.00, 0.00, 0.00, 13.00, 2.00, 0.00, 11.00, 597
75.00, 64, 11.00, 0.00, 0.00, 12.00, 4.00, 0.00, 8.00, 549
14.00, 6, 8.00, 0.00, 0.00, 8.00, 2.00, 0.00, 6.00, 302
37.00, 26, 11.00, 2.00, 2.00, 8.00, 2.00, 0.00, 6.00, 351
31.00, 20, 11.00, 0.00, 0.00, 10.00, 2.00, 0.00, 8.00, 479
22.00, 11, 11.00, 0.00, 0.00, 12.00, 4.00, 0.00, 8.00, 538
75.00, 62, 13.00, 0.00, 0.00, 14.00, 4.00, 0.00, 10.00, 703
19.00, 9, 10.00, 0.00, 0.00, 10.00, 4.00, 0.00, 6.00, 376
76.00, 68, 8.00, 0.00, 0.00, 8.00, 2.00, 2.00, 4.00, 261
39.00, 27, 12.00, 2.00, 0.00, 10.00, 2.00, 2.00, 6.00, 422
55.00, 44, 11.00, 0.00, 0.00, 12.00, 4.00, 0.00, 8.00, 518
93.00, 83, 10.00, 0.00, 0.00, 11.00, 4.00, 0.00, 7.00, 361
235.00, 226, 9.00, 0.00, 0.00, 10.00, 4.00, 0.00, 6.00, 389
177.00, 164, 13.00, 0.00, 0.00, 13.00, 2.00, 2.00, 9.00, 576
24.00, 15, 9.00, 0.00, 0.00, 10.00, 4.00, 0.00, 6.00, 379
37.00, 29, 8.00, 0.00, 0.00, 8.00, 2.00, 2.00, 4.00, 271
43.00, 33, 10.00, 0.00, 0.00, 10.00, 2.00, 0.00, 8.00, 432
63.00, 51, 12.00, 0.00, 0.00, 12.00, 2.00, 0.00, 10.00, 611
72.00, 62, 10.00, 0.00, 0.00, 10.00, 4.00, 0.00, 6.00, 394
43.00, 32, 11.00, 0.00, 0.00, 10.00, 2.00, 0.00, 8.00, 498
8.00, 0, 8.00, 0.00, 0.00, 8.00, 2.00, 0.00, 6.00, 290
21.00, 6, 15.00, 2.00, 0.00, 12.00, 2.00, 0.00, 10.00, 628
39.00, 28, 11.00, 0.00, 0.00, 10.00, 2.00, 0.00, 8.00, 489
117.00, 108, 9.00, 0.00, 0.00, 8.00, 2.00, 0.00, 6.00, 329
100.00, 92, 8.00, 0.00, 0.00, 8.00, 2.00, 0.00, 6.00, 302
77.00, 67, 10.00, 0.00, 0.00, 10.00, 2.00, 0.00, 8.00, 490
9.00, 0, 9.00, 0.00, 0.00, 9.00, 3.00, 0.00, 6.00, 296
30.00, 17, 13.00, 2.00, 0.00, 12.00, 2.00, 2.00, 8.00, 571
61.00, 52, 9.00, 0.00, 0.00, 10.00, 4.00, 0.00, 6.00, 379
123.00, 113, 10.00, 0.00, 0.00, 10.00, 2.00, 2.00, 6.00, 422
15.00, 6, 9.00, 0.00, 0.00, 9.00, 2.00, 0.00, 7.00, 288
69.00, 57, 12.00, 2.00, 0.00, 10.00, 2.00, 0.00, 8.00, 483
35.00, 23, 12.00, 0.00, 0.00, 12.00, 2.00, 0.00, 8.00, 556
248.00, 235, 13.00, 0.00, 0.00, 12.00, 4.00, 0.00, 8.00, 493
25.00, 12, 13.00, 0.00, 0.00, 12.00, 2.00, 0.00, 10.00, 605
156.00, 144, 12.00, 0.00, 0.00, 13.00, 5.00, 0.00, 8.00, 543
37.00, 27, 10.00, 0.00, 0.00, 11.00, 5.00, 0.00, 6.00, 402
29.00, 19, 10.00, 0.00, 0.00, 11.00, 4.00, 0.00, 7.00, 399
78.00, 70, 8.00, 0.00, 0.00, 9.00, 2.00, 2.00, 5.00, 259
61.00, 51, 10.00, 0.00, 0.00, 10.00, 2.00, 0.00, 8.00, 467
60.00, 50, 10.00, 0.00, 0.00, 11.00, 4.00, 0.00, 7.00, 380
20.00, 12, 8.00, 0.00, 0.00, 8.00, 2.00, 0.00, 6.00, 312
43.00, 33, 10.00, 2.00, 0.00, 8.00, 2.00, 0.00, 6.00, 284
51.00, 41, 10.00, 0.00, 0.00, 11.00, 3.00, 0.00, 8.00, 443
141.00, 133, 8.00, 0.00, 0.00, 8.00, 2.00, 0.00, 6.00, 300
13.00, 3, 10.00, 0.00, 0.00, 11.00, 4.00, 0.00, 7.00, 371
178.00, 169, 9.00, 0.00, 0.00, 10.00, 4.00, 0.00, 6.00, 368
66.00, 55, 11.00, 0.00, 0.00, 11.00, 2.00, 0.00, 9.00, 459
37.00, 29, 8.00, 0.00, 0.00, 9.00, 2.00, 3.00, 4.00, 265
18.00, 10, 8.00, 0.00, 0.00, 8.00, 2.00, 0.00, 6.00, 320
230.00, 219, 11.00, 2.00, 0.00, 9.00, 3.00, 0.00, 6.00, 312
119.00, 110, 9.00, 0.00, 0.00, 9.00, 2.00, 0.00, 7.00, 325
176.00, 166, 10.00, 0.00, 0.00, 10.00, 2.00, 0.00, 8.00, 435
14.00, 4, 10.00, 0.00, 0.00, 10.00, 2.00, 0.00, 8.00, 438
211.00, 202, 9.00, 0.00, 2.00, 8.00, 2.00, 0.00, 6.00, 350
32.00, 21, 11.00, 0.00, 0.00, 12.00, 4.00, 0.00, 8.00, 552
123.00, 112, 11.00, 0.00, 0.00, 10.00, 2.00, 0.00, 8.00, 491
17.00, 3, 14.00, 0.00, 0.00, 14.00, 4.00, 0.00, 10.00, 664
27.00, 16, 11.00, 0.00, 0.00, 11.00, 2.00, 0.00, 9.00, 470
26.00, 16, 10.00, 0.00, 0.00, 10.00, 2.00, 0.00, 8.00, 473
67.00, 56, 11.00, 0.00, 0.00, 12.00, 4.00, 0.00, 8.00, 541
33.00, 23, 10.00, 0.00, 0.00, 10.00, 2.00, 2.00, 6.00, 406
99.00, 88, 11.00, 0.00, 0.00, 11.00, 2.00, 0.00, 9.00, 449
32.00, 24, 8.00, 0.00, 0.00, 8.00, 2.00, 0.00, 6.00, 333
57.00, 42, 15.00, 2.00, 0.00, 14.00, 4.00, 0.00, 10.00, 680
80.00, 72, 8.00, 0.00, 0.00, 8.00, 2.00, 2.00, 4.00, 258
45.00, 35, 10.00, 0.00, 0.00, 10.00, 2.00, 0.00, 8.00, 435
39.00, 27, 12.00, 0.00, 0.00, 12.00, 2.00, 2.00, 8.00, 565
74.00, 60, 14.00, 0.00, 0.00, 14.00, 4.00, 0.00, 10.00, 698
98.00, 86, 12.00, 0.00, 0.00, 12.00, 2.00, 0.00, 10.00, 590
79.00, 70, 9.00, 0.00, 0.00, 10.00, 2.00, 2.00, 6.00, 406
30.00, 20, 10.00, 0.00, 0.00, 10.00, 2.00, 0.00, 8.00, 483
31.00, 17, 14.00, 0.00, 0.00, 14.00, 4.00, 0.00, 10.00, 701
80.00, 71, 9.00, 0.00, 0.00, 8.00, 2.00, 0.00, 6.00, 334
27.00, 14, 13.00, 2.00, 0.00, 10.00, 2.00, 0.00, 8.00, 478
21.00, 9, 12.00, 0.00, 0.00, 13.00, 4.00, 0.00, 9.00, 532
18.00, 7, 11.00, 0.00, 0.00, 12.00, 4.00, 0.00, 8.00, 536
11.00, 2, 9.00, 0.00, 0.00, 9.00, 2.00, 0.00, 7.00, 298
63.00, 50, 13.00, 2.00, 0.00, 12.00, 4.00, 0.00, 8.00, 548
43.00, 33, 10.00, 0.00, 0.00, 10.00, 2.00, 2.00, 6.00, 420
27.00, 14, 13.00, 0.00, 0.00, 12.00, 2.00, 0.00, 10.00, 618
109.00, 99, 10.00, 0.00, 0.00, 11.00, 5.00, 0.00, 6.00, 385
22.00, 13, 9.00, 0.00, 0.00, 10.00, 4.00, 0.00, 6.00, 383
22.00, 11, 11.00, 0.00, 0.00, 12.00, 4.00, 0.00, 8.00, 545
35.00, 25, 10.00, 0.00, 0.00, 10.00, 2.00, 2.00, 6.00, 409
60.00, 48, 12.00, 0.00, 0.00, 13.00, 4.00, 0.00, 9.00, 525
18.00, 7, 11.00, 0.00, 0.00, 12.00, 4.00, 0.00, 8.00, 531
15.00, 5, 10.00, 0.00, 0.00, 11.00, 4.00, 0.00, 7.00, 379
63.00, 54, 9.00, 0.00, 0.00, 10.00, 4.00, 0.00, 6.00, 393
93.00, 82, 11.00, 0.00, 0.00, 11.00, 2.00, 0.00, 9.00, 443
94.00, 84, 10.00, 0.00, 0.00, 10.00, 2.00, 0.00, 8.00, 441
107.00, 95, 12.00, 0.00, 0.00, 13.00, 4.00, 0.00, 9.00, 534
45.00, 35, 10.00, 0.00, 0.00, 11.00, 3.00, 2.00, 6.00, 420
61.00, 50, 11.00, 0.00, 0.00, 12.00, 4.00, 0.00, 8.00, 529
19.00, 8, 11.00, 0.00, 0.00, 10.00, 2.00, 0.00, 8.00, 457
221.00, 212, 9.00, 0.00, 0.00, 10.00, 4.00, 0.00, 6.00, 368
21.00, 11, 10.00, 0.00, 0.00, 10.00, 4.00, 0.00, 6.00, 382
23.00, 13, 10.00, 0.00, 0.00, 11.00, 4.00, 0.00, 7.00, 387
49.00, 37, 12.00, 0.00, 0.00, 12.00, 2.00, 0.00, 10.00, 584
29.00, 19, 10.00, 0.00, 0.00, 11.00, 4.00, 0.00, 7.00, 394
18.00, 9, 9.00, 0.00, 0.00, 10.00, 4.00, 0.00, 6.00, 381
39.00, 24, 15.00, 2.00, 0.00, 12.00, 2.00, 0.00, 10.00, 648
15.00, 6, 9.00, 0.00, 0.00, 9.00, 3.00, 0.00, 6.00, 294
196.00, 183, 13.00, 2.00, 0.00, 12.00, 4.00, 0.00, 8.00, 556
120.00, 111, 9.00, 0.00, 0.00, 10.00, 4.00, 0.00, 6.00, 399
57.00, 45, 12.00, 0.00, 0.00, 12.00, 2.00, 0.00, 10.00, 593
16.00, 6, 10.00, 0.00, 0.00, 10.00, 2.00, 0.00, 8.00, 448
63.00, 53, 10.00, 0.00, 0.00, 10.00, 2.00, 0.00, 8.00, 467
12.00, 2, 10.00, 0.00, 0.00, 10.00, 2.00, 0.00, 8.00, 446
32.00, 23, 9.00, 0.00, 0.00, 10.00, 2.00, 2.00, 6.00, 412
28.00, 18, 10.00, 0.00, 0.00, 10.00, 2.00, 0.00, 8.00, 480
207.00, 196, 11.00, 0.00, 0.00, 10.00, 2.00, 0.00, 8.00, 487
27.00, 15, 12.00, 0.00, 0.00, 12.00, 4.00, 0.00, 8.00, 532
57.00, 45, 12.00, 0.00, 0.00, 12.00, 2.00, 0.00, 10.00, 600
45.00, 36, 9.00, 0.00, 0.00, 9.00, 2.00, 0.00, 7.00, 347
221.00, 210, 11.00, 2.00, 0.00, 10.00, 4.00, 0.00, 6.00, 369
109.00, 100, 9.00, 0.00, 0.00, 9.00, 2.00, 0.00, 7.00, 303
86.00, 75, 11.00, 0.00, 0.00, 10.00, 2.00, 0.00, 8.00, 499
110.00, 99, 11.00, 0.00, 0.00, 12.00, 4.00, 0.00, 8.00, 541
61.00, 51, 10.00, 0.00, 0.00, 10.00, 2.00, 0.00, 8.00, 453
203.00, 193, 10.00, 0.00, 0.00, 10.00, 2.00, 0.00, 6.00, 405
23.00, 13, 10.00, 0.00, 0.00, 11.00, 4.00, 0.00, 7.00, 376
14.00, 2, 12.00, 0.00, 0.00, 12.00, 2.00, 0.00, 10.00, 598
166.00, 156, 10.00, 0.00, 0.00, 10.00, 2.00, 2.00, 6.00, 416
25.00, 13, 12.00, 0.00, 0.00, 12.00, 4.00, 0.00, 8.00, 528
143.00, 132, 11.00, 0.00, 0.00, 12.00, 4.00, 0.00, 8.00, 525
14.00, 2, 12.00, 0.00, 0.00, 12.00, 2.00, 0.00, 10.00, 585
